,idx,first_pass,solution_words,solution
1798,1798,"intere S santino VI, tali B R ari E",Interessanti;ovital;librarie,Interessanti ovital librarie
1799,1799,colo M B epa squali R I coperte D I ciocco lato F ON dente,Colombe;pasquali;ricoperte;di;cioccolato;fondente,Colombe pasquali ricoperte di cioccolato fondente
1800,1800,idra U LI Cipro V etti,Idraulici;provetti,Idraulici provetti
1801,1801,RI C camini E radura NIO,Ricca;miniera;d;uranio,Ricca miniera d'uranio
1802,1802,Bi stecca S alata,Bistecca;salata,Bistecca salata
1803,1803,in VA dentista R,Invadenti;star,Invadenti star
1804,1804,A R tede CA dentista,Arte;decadentista,Arte decadentista
1805,1805,legge N D Arisa mura I,Leggendar;isamurai,Leggendar isamurai
1806,1806,Risi EDE Ramon ACO,Risieder;a;Monaco,Risieder a Monaco
1807,1807,blu sedili NO,Bluse;di;lino,Bluse di lino
1808,1808,postino N P re nota TI,Posti;non;prenotati,Posti non prenotati
1809,1809,rive D E re postino TI,Rivedere;posti;noti,Rivedere posti noti
1810,1810,lame Diana granata,La;mediana;granata,La mediana granata
1811,1811,marci A rate M P Odi musi C A,Marciar;a;tempo;di;musica,Marciar a tempo di musica
1812,1812,TR epa stelline R I,Tre;pastelli;neri,Tre pastelli neri
1813,1813,D Ares triglia TE,Dare;strigliate,Dare strigliate
1814,1814,Bell agenti lepre muro Saba Dante,Bella;gentile;premurosa;badante,Bella gentile premurosa badante
1815,1815,S corta rete S timoni,Scortare;testimoni,Scortare testimoni
1816,1816,I gallo nido RO,I;galloni;d;oro,I galloni d'oro
1817,1817,U nasse T tosta B ile,Un;assetto;stabile,Un assetto stabile
1818,1818,S corta divi P,Scorta;di;vip,Scorta di vip
1819,1819,TI foro mani ST aperto TTI,Tifo;romanista;per;ottri,Tifo romanista per ottri
1820,1820,B ellissi manovella D A more,Bellissima;novella;d;amore,Bellissima novella d'amore
1821,1821,TRI buco raggio SA,Tribù;coraggiosa,Tribù coraggiosa
1822,1822,esili arco spira tori,Esiliar;cospiratori,Esiliar cospiratori
1823,1823,FA manovella,Fama;novella,Fama novella
1824,1824,medi CO con Dotto,Medico;condotto,Medico condotto
1825,1825,buco L IC asce nate A tra L E,Bucolica;scena;teatrale,Bucolica scena teatrale
1826,1826,fiorino N ancora S boccia TI,Fiori;non;ancora;sbocciati,Fiori non ancora sbocciati
1827,1827,C ara F face sella TA,Caraffa;cesellata,Caraffa cesellata
1828,1828,esili O D ora TO,Esilio;dorato,Esilio dorato
1829,1829,DIS sesto colo S sale,Dissesto;colossale,Dissesto colossale
1830,1830,CAN tasto RI Edison D rio,Cantastori;ed;Isodrio,Cantastori ed Isodrio
1831,1831,VUL canoe LB ali Parigi A N nutrie dischi A,Vulcano;Elba;Lipari;Gaetano;e;Livia,"Vulcano, Elba, Lipari, Gaetano e Livia"
1832,1832,tra FF I coperte R amo,Trafficò;per;Teramo,Trafficò per Teramo
1833,1833,vie BB eroina T A lima ninfa LI eroe G OL doni,Vi;ebbero;i;natali;minni;faliero;e;Golodoni,"Vi ebbero i natali minni, faliero e Golodoni"
1834,1834,BI stecca dita C chino T EN Era,Bistecca;di;tacchino;tenera,Bistecca di tacchino tenera
1835,1835,IF est I nidi sarda N A palo,I;festini;di;Sardanapalo,I festini di Sardanapalo
1836,1836,fa L sarda TI,Falsar;dati,Falsar dati
1837,1837,ES corta NO leggio,Escort;a;noleggio,Escort a noleggio
1838,1838,MI serio R F anelli,Miseri;orfanelli,Miseri orfanelli
1839,1839,NE grano V antenne,Negra;novantenne,Negra novantenne
1840,1840,F ode R arpa N T aloni,Foderar;pantaloni,Foderar pantaloni
1841,1841,AS sedia R CA stelline mi CI,Assediar;castelli;nemici,Assediar castelli nemici
1842,1842,IM ponente S corta,Imponente;scorta,Imponente scorta
1843,1843,PE sarde RR Ate,Pesar;derarrate,Pesar derarrate
1844,1844,C O N soli dardi vari,Consolidar;divari,Consolidar divari
1845,1845,S corta rema G I strati,Scortare;magistrati,Scortare magistrati
1846,1846,CA mici A coni L C olle T tosta C CAB ile,Camicia;con;il;colletto;staccabile,Camicia con il colletto staccabile
1847,1847,BL usa colo R granata,Blusa;color;granata,Blusa color granata
1848,1848,VI sos T Rambo,Viso;strambo,Viso strambo
1849,1849,malesi lente,Male;silente,Male silente
1850,1850,P assi ONE asse C ondata,Passione;assecondata,Passione assecondata
1851,1851,UN ava M pinna M orata,Una;vamp;innamorata,Una vamp innamorata
1852,1852,sos pira tori cono sci mento,Sospirato;riconoscimento,Sospirato riconoscimento
1853,1853,SCO Lario pero SI,Scolari;operosi,Scolari operosi
1854,1854,TE nera BI stecca,Tenera;bistecca,Tenera bistecca
1855,1855,M arti rei R R E dentista,Martire;irredentista,Martire irredentista
1856,1856,S oli T Udine F orzata,Solitudine;forzata,Solitudine forzata
1857,1857,parche G giochi US O,Parcheggio;chiuso,Parcheggio chiuso
1858,1858,in tender ROM aperto MA,Intender;Roma;per;Tomà,Intender Roma per Tomà
1859,1859,DA tasto RI casco R data,Data;storica;scordata,Data storica scordata
1860,1860,Pitt O R Eschilo C ali,Pittorereschi;locali,Pittorereschi locali
1861,1861,UN ape R sonar esili EN tee OS Tina TA,Una;persona;resiliente;o;stantata,Una persona resiliente o stantata
1862,1862,TR attiva stia SS aia S S O lati,Tratti;vasti;assai;assolati,Tratti vasti assai assolati
1863,1863,FE delta del Po Po LO verso L A legge,Fedelta;del;popolo;verso;la;legge,Fedelta del popolo verso la legge
1864,1864,U nato R menta tasto RI Adamo RE,Una;tormentata;storia;d;amore,Una tormentata storia d'amore
1865,1865,FI danza tasto LTA,Fidanzata;stolta,Fidanzata stolta
1866,1866,F Artemide L U denti,Far;temi;deludenti,Far temi deludenti
1867,1867,M agave nera NDA,Maga;veneranda,Maga veneranda
1868,1868,VOL ere LAP esca M ondata,Volere;la;pesca;montata,Volere la pesca montata
1869,1869,P eroina RI dito,Pero;inaridito,Pero inaridito
1870,1870,P irati vari aghi,Pirati;variaghi,Pirati variaghi
1871,1871,pollo C K magri TT emiro dalie PI C asso,Polluck;Magritte;Miro;Dalì;e;Picasso,"Polluck, Magritte, Miro, Dalì e Picasso"
1872,1872,asso C I azione divo L Ontario S pedali E RI,Associazione;di;volontario;ospedaliere,Associazione di volontario ospedaliere
1873,1873,RI stagno D AF fari,Ristagno;d;affari,Ristagno d'affari
1874,1874,mister IO sesto RIE,Misteriose;storie,Misteriose storie
1875,1875,D est RI Eros triglia TO,Destriero;strigliato,Destriero strigliato
1876,1876,orchi dee Ra re,Orchidee;rare,Orchidee rare
1877,1877,P olmo neve RDE,Polmone;verde,Polmone verde
1878,1878,pia CEV oli S SI manovella,Piacevolissima;novella,Piacevolissima novella
1879,1879,in sala teca E sarda A sport O,Insalate;Causar;da;sporto,Insalate «Causar» da sporto
1880,1880,U naso NO ras triglia TA,Una;sonora;strigliata,Una sonora strigliata
1881,1881,N uova O pera in dispensa Bi L E agli S T U denti,Nuova;opera;indispensabile;agli;studenti,Nuova opera indispensabile agli studenti
1882,1882,ER aro S aperto LL Era remo L E stie,È;raro;saper;tollerare;molestie,È raro saper tollerare molestie
1883,1883,PO Verona UFR ago,Povero;naufrago,Povero naufrago
1884,1884,con S ultime DI CI rima N dati,Consulti;medici;rimandati,Consulti medici rimandati
1885,1885,mura T D A P osti G Lione dive N N E redi N A poli,Murat;da;postiglione;divenne;re;di;Napoli,Murat da postiglione divenne re di Napoli
1886,1886,MAR anello collane VE,Maranello;colla;Neve,Maranello colla Neve
1887,1887,lacca DE Miami LI T are,L;accademia;militare,L'accademia militare
1888,1888,AR dentice riso P R ala L T are,Ardenti;ceri;sopra;l;altare,Ardenti ceri sopra l'altare
1889,1889,latte R raggio A bocca D I falco,L;atterraggio;a;Bocadifalco,L'atterraggio a Bocadifalco
1890,1890,Forma ST ondata,Forma;stondata,Forma stondata
1891,1891,uncino Fi Lodi M peri A,Un;cinofilo;d;Imperia,Un cinofilo d'Imperia
1892,1892,F ulivi ovale N T est ori CO lati NO,Fu;livio;valente;storico;latino,Fu livio valente storico latino
1893,1893,RE Lazio NI dentista T ali,Relazioni;d;enti;statali,Relazioni d'enti statali
1894,1894,RI M orchi oca R I coda nana S,Rimorchio;carico;d;ananas,Rimorchio carico d'ananas
1895,1895,D elica tasto RI Adamo RE,Delicata;storia;d;amore,Delicata storia d'amore
1896,1896,assi L loto R mento SO,Assillo;tormentoso,Assillo tormentoso
1897,1897,NO nave R maiali biada TTI,Non;aver;mai;alibi;adatti,Non aver mai alibi adatti
1898,1898,C attiva sorte,Cattiva;sorte,Cattiva sorte
1899,1899,MI serio M UN coli,Miseri;omoncoli,Miseri omoncoli
1900,1900,Poe tiro mantici,Poeti;romantici,Poeti romantici
1901,1901,C in E serie dame R catino,Cineserie;da;mercatino,Cineserie da mercatino
1902,1902,tre nomi LI T Ares corta TO,Treno;militare;scortato,Treno militare scortato
1903,1903,unte M U tosa mura I,Un;temuto;samurai,Un temuto samurai
1904,1904,CA stelline mici E spugna TI,Castelli;nemici;espugnati,Castelli nemici espugnati
1905,1905,T orchi ARU Venere,Torchiar;uve;nere,Torchiar uve nere
1906,1906,GiAccaE Pan T aloni,Giacca;e;pantaloni,Giacca e pantaloni
1907,1907,O blu N ghiro CCH etti,Oblunghi;rocchetti,Oblunghi rocchetti
1908,1908,U nato maiali SA,Una;tomaia;lisa,Una tomaia lisa
1909,1909,orchi dee Don Ate,Orchidee;donate,Orchidee donate
1910,1910,A D D orme N T are collane S tesi A,Addormentare;coll;anestesia,Addormentare coll'anestesia
1911,1911,in dispensa BI lepre A V viso,Indispensabile;preavviso,Indispensabile preavviso
1912,1912,DU ras triglia TA,Dura;strigliata,Dura strigliata
1913,1913,SU baffi TT arma N sarde,Subaffittar;mansarde,Subaffittar mansarde
1914,1914,sol dati gallo nati,Soldati;gallonati,Soldati gallonati
1915,1915,pie RO BA D aloni,Piero;Badaloni,Piero Badaloni
1916,1916,S coppia tomi CI,Scoppi;atomici,Scoppi atomici
1917,1917,H alani MO malva giochi RA N Corea LI menta,Ha;l;animo;malvagio;che;rancore;alimenta,Ha l'animo malvagio che rancore alimenta
1918,1918,CHI asso SF Renato,Chiasso;sfrenato,Chiasso sfrenato
1919,1919,MER catino DI porta porte S E,Mercatino;di;Porta;Portese,Mercatino di Porta Portese
1920,1920,punte G giochi A RO,Punteggi;oiaro,Punteggi oiaro
1921,1921,mister O irriso LT ode LL astori A,Mistero;irrisolto;della;storia,Mistero irrisolto della storia
1922,1922,CA dentista BI lista T ali,Cadenti;stabili;statali,Cadenti stabili statali
1923,1923,malesi CU R animali DA more,Male;si;cura;n;anima;l;idamore,Male si cura n'anima l'idamore
1924,1924,S corta rete DO fori,Scortare;tedofori,Scortare tedofori
1925,1925,sos P ET tarabusi,Sospettar;abusi,Sospettar abusi
1926,1926,B asta PO coperte nere T est AA chino NH ava lidi A R GO menti,Basta;poco;per;tenere;testa;a;chi;non;ha;validi;argomenti,Basta poco per tenere testa a chi non ha validi argomenti
1927,1927,postino nano RD,Posti;non;a;nord,Posti non a nord
1928,1928,S anta lessi O,Sant;Alessio,Sant'Alessio
1929,1929,R est arpe R P lessi,Restar;perplessi,Restar perplessi
1930,1930,A more SF Renato,Amore;sfrenato,Amore sfrenato
1931,1931,unte S O rose P O L topo C ovale,Un;tesoro;sepolto;poco;vale,Un tesoro sepolto poco vale
1932,1932,mini E radura NIO,Miniera;d;uranio,Miniera d'uranio
1933,1933,I bocca lidi VI N oro SSO,I;boccali;di;vino;rosso,I boccali di vino rosso
1934,1934,mister I O somalo re,Misterioso;malore,Misterioso malore
1935,1935,stecca T ode M oli TO,Steccato;demolito,Steccato demolito
1936,1936,U navi pinna M ora T A,Una;vip;inamorata,Una vip inamorata
1937,1937,MON: son ivi O lenti,Monsoni;violenti,Monsoni violenti
1938,1938,S Trani Eros OL IT Ario,Straniero;solitario,Straniero solitario
1939,1939,Verona T Urali STA,Vero;naturalista,Vero naturalista
1940,1940,SO stanza CH esili Q UEFA,Sostanza;che;si;liquefa,Sostanza che si liquefa
1941,1941,B aule C olmo dive C chili BRI,Baule;colmo;di;vecchi;libri,Baule colmo di vecchi libri
1942,1942,U N arti colo D I bocca,Un;articolo;di;bocca,Un articolo di bocca
1943,1943,AU mento del Tasso disco NTO,Aumento;del;tasso;di;sconto,Aumento del tasso di sconto
1944,1944,R E per tiro manici,Reperti;romanici,Reperti romanici
1945,1945,US arpa stelline R I,Usar;pastelli;neri,Usar pastelli neri
1946,1946,S tre S santino mina T I on,Stressanti;nomination,Stressanti nomination
1947,1947,TA buco NS oli D Ati,Tabù;consolidati,Tabù consolidati
1948,1948,bar redini chele stagno,Barre;di;nichel;e;stagno,Barre di nichel e stagno
1949,1949,L I stelline R astri,Listelli;nerastri,Listelli nerastri
1950,1950,P re MI Artemide G nidi L ode,Premiar;temi;degni;di;lode,Premiar temi degni di lode
1951,1951,chiesa V IO maiali menti L O Dio,Chi;è;savio;mai;alimenti;l;odio,Chi è savio mai alimenti l'odio
1952,1952,SO nota N Tosca L triglia R RI visti,Sono;tanto;scaltiri;gli;arrivisti,Sono tanto scaltiri gli arrivisti
1953,1953,F R ance scopa O loto STI,Francesco;Paolo;Tosti,Francesco Paolo Tosti
1954,1954,A S sumeri N dispensa bilie BR avi O pera I,Assumer;indispensabili;e;bravi;operai,Assumer indispensabili e bravi operai
1955,1955,uncino filobus tocco,Un;cinofilo;bustocco,Un cinofilo bustocco
1956,1956,P E santino V ita,Pesanti;novità,Pesanti novità
1957,1957,BI stecca difesa,Bistecca;di;fesa,Bistecca di fesa
1958,1958,cari C ad I granata,Carica;di;granata,Carica di granata
1959,1959,oro LO giochi C,Orologio;chic,Orologio chic
1960,1960,IN accetta bilico M porta M EN tini chili STI,Inaccettabili;comportamenti;nichilisti,Inaccettabili comportamenti nichilisti
1961,1961,maniero MA N Z esche,Manie;romanzesche,Manie romanzesche
1962,1962,A CC orci arpa N T aloni,Accorciar;pantaloni,Accorciar pantaloni
1963,1963,CO sci Enza C I vile,Coscienza;civile,Coscienza civile
1964,1964,PO Verona N etto,Povero;nanetto,Povero nanetto
1965,1965,L ali mento IN dispensa Bi LE,L;alimento;indispensabile,L'alimento indispensabile
1966,1966,F ile SM ultime DI ali,Filesm;ultimediiali,Filesm ultimediiali
1967,1967,S maniero manti C H E,Smanie;romantiche,Smanie romantiche
1968,1968,PL agave R A mente ari D A,Plaga;veramente;arida,Plaga veramente arida
1969,1969,COM unica Z ioni M ultime DI ali,Comunicazioni;multimediali,Comunicazioni multimediali
1970,1970,piu magri G I A di B I S,Piuma;grigia;d;bis,Piuma grigia d'bis
1971,1971,P re S santino TI zie,Presanti;notizie,Presanti notizie
1972,1972,COR serio N ali,Corse;rionali,Corse rionali
1973,1973,incas sarde nari,Incassar;denari,Incassar denari
1974,1974,colo SS ali blu FF,Colossali;bluff,Colossali bluff
1975,1975,F Artemide P RI menti,Far;temi;depri menti,Far temi depri menti
1976,1976,G R avidi S C orsi,Gravi;discorsi,Gravi discorsi
1977,1977,SF Renato dive RT I mento,Sfrenato;divertimento,Sfrenato divertimento
1978,1978,uncino D Romolo ND Ines E,Un;cinodromo;londinese,Un cinodromo londinese
1979,1979,A verro bachi C,Aver;roba;chic,Aver roba chic
1980,1980,AR ginestra C olmo,Argine;stracolmo,Argine stracolmo
1981,1981,face TO DIS corsetto,Fato;discorsetto,Fato discorsetto
1982,1982,GR assisa mura I,Grassi;samurai,Grassi samurai
1983,1983,F edera FF orzata,Fede;rafforzata,Fede rafforzata
1984,1984,B affiches ondata G L I are,Baffi;che;son;ta;gliare,Baffi che son ta gliare
1985,1985,SF accetta T api E T radura,Sfaccettata;pietra;dura,Sfaccettata pietra dura
1986,1986,MU sul maniero ICI,Musulmani;eroici,Musulmani eroici
1987,1987,P loto Niassa L I tori,Plotoni;assalitori,Plotoni assalitori
1988,1988,Pitt O RE scopa E saggio sale NT in O,Pittorico;paesaggio;salentino,Pittorico paesaggio salentino
1989,1989,CA libro RI Dotto,Calibro;ridotto,Calibro ridotto
1990,1990,SPA zio Sam AN sarda,Spaziosa;mansarda,Spaziosa mansarda
1991,1991,S aperto LL era re,Saper;tollerare,Saper tollerare
1992,1992,T U more al lago Lario per abile,Tumore;alla;gole;perabile,Tumore alla gole perabile
1993,1993,GU S tosa BI stecca,Gustosa;bistecca,Gustosa bistecca
1994,1994,con S ultime di CI,Consulti;medici,Consulti medici
1995,1995,BAL letto SF Renato,Balletto;sfrenato,Balletto sfrenato
1996,1996,teso R O Miami,Tesoro;ma;mia,"Tesoro, ma mia?"
1997,1997,L ami C ovale unte S OR ose EV ero,L;amico;vale;un;tesoro;se;è;vero,L'amico vale un tesoro se è vero
1998,1998,SO fa granata,Sofà;granata,Sofà granata
1999,1999,D O satiri N T occhi,Dosati;rintocchi,Dosati rintocchi
